movie_title,genres,duration,content_rating,budget,imdb_score
Muppets Most Wanted,Adventure|Comedy|Crime|Family|Musical,119,PG,50000000,6.4
Thunderbirds,Action|Adventure|Comedy|Family|Sci-Fi,95,PG,57000000,4.2
Burlesque,Drama|Music|Musical|Romance,119,PG-13,55000000,6.4
A Very Long Engagement,Drama|Mystery|Romance|War,133,R,47000000,7.7
Lolita,Crime|Drama|Romance,152,Not Rated,2000000,7.7
Eye See You,Crime|Horror|Mystery|Thriller,96,R,55000000,5.3
Blade II,Action|Horror|Sci-Fi|Thriller,117,R,54000000,6.7
Seven Pounds,Drama|Romance,123,PG-13,55000000,7.7
Bullet to the Head,Action|Thriller,92,R,55000000,5.7
The Godfather: Part III,Crime|Drama,170,R,54000000,7.6
Elizabethtown,Comedy|Drama|Romance,123,PG-13,57000000,6.4
"You, Me and Dupree ",Comedy|Romance,110,PG-13,54000000,5.6
Superman II,Action|Adventure|Romance|Sci-Fi,116,PG,54000000,6.8
Gigli,Comedy|Crime|Romance,121,R,54000000,2.4
All the King's Men,Drama|Thriller,128,PG-13,55000000,6.2
Shaft,Action|Crime|Thriller,99,R,46000000,5.9
Anastasia,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,94,G,50000000,7.1
Moulin Rouge!,Drama|Musical|Romance,127,PG-13,52500000,7.6
Domestic Disturbance,Crime|Mystery|Thriller,89,PG-13,53000000,5.5
Black Mass,Biography|Crime|Drama,123,R,53000000,7
Flags of Our Fathers,Drama|History|War,135,R,90000000,7.1
Law Abiding Citizen,Crime|Drama|Thriller,118,R,50000000,7.4
Grindhouse,Action|Horror|Thriller,189,R,53000000,7.6
Beloved,Drama|History|Horror,172,R,55000000,5.9
Lucky You,Drama|Romance|Sport,124,PG-13,55000000,5.9
Catch Me If You Can,Biography|Crime|Drama,141,PG-13,52000000,8
Zero Dark Thirty,Drama|History|Thriller,157,R,40000000,7.4
The Break-Up,Comedy|Drama|Romance,106,PG-13,52000000,5.8
Mamma Mia!,Comedy|Family|Musical|Romance,108,PG-13,52000000,6.3
Valentine's Day,Comedy|Romance,125,PG-13,52000000,5.7
The Dukes of Hazzard,Action|Adventure|Comedy,107,PG-13,50000000,5.1
The Thin Red Line,Drama|War,215,R,52000000,7.6
The Change-Up,Comedy|Fantasy,118,R,52000000,6.4
Man on the Moon,Biography|Comedy|Drama,118,R,52000000,7.4
Casino,Biography|Crime|Drama,178,R,52000000,8.2
From Paris with Love,Action|Thriller,92,R,52000000,6.5
Bulletproof Monk,Action|Comedy|Fantasy,104,PG-13,52000000,5.5
"Me, Myself & Irene ",Comedy,116,R,51000000,6.5
Barnyard,Animation|Comedy|Family,90,PG,51000000,5.6
The Twilight Saga: New Moon,Adventure|Drama|Fantasy|Romance,130,PG-13,50000000,4.6
Shrek,Adventure|Animation|Comedy|Family|Fantasy,90,PG,60000000,7.9
The Adjustment Bureau,Romance|Sci-Fi|Thriller,106,PG-13,50200000,7.1
Robin Hood: Prince of Thieves,Action|Adventure|Drama|Romance,155,PG-13,48000000,6.9
Jerry Maguire,Comedy|Drama|Romance|Sport,139,R,50000000,7.3
Ted,Comedy|Fantasy,112,R,50000000,7
As Good as It Gets,Comedy|Drama|Romance,139,PG-13,50000000,7.7
Patch Adams,Biography|Comedy|Drama|Romance,115,PG-13,50000000,6.7
Anchorman 2: The Legend Continues,Comedy,143,PG-13,50000000,6.3
Mr. Deeds,Comedy|Romance,96,PG-13,50000000,5.8
Super 8,Mystery|Sci-Fi|Thriller,112,PG-13,50000000,7.1
Erin Brockovich,Biography|Drama,131,R,52000000,7.3
How to Lose a Guy in 10 Days,Comedy|Romance,116,PG-13,50000000,6.4
22 Jump Street,Action|Comedy|Crime,112,R,50000000,7.1
Interview with the Vampire: The Vampire Chronicles,Drama|Fantasy|Horror,123,R,60000000,7.6
Yes Man,Comedy|Romance,104,PG-13,70000000,6.8
Central Intelligence,Action|Comedy|Crime,107,PG-13,50000000,6.6
Stepmom,Comedy|Drama,124,PG-13,50000000,6.7
Daddy's Home,Comedy|Family,96,PG-13,50000000,6.1
Into the Woods,Adventure|Comedy|Drama|Fantasy|Musical,125,PG,50000000,6
Inside Man,Crime|Drama|Mystery|Thriller,129,R,45000000,7.6
Payback,Action|Crime|Drama|Thriller,90,R,50000000,7.1
Congo,Action|Adventure|Mystery|Sci-Fi,109,PG-13,50000000,5
Knowing,Drama|Mystery|Sci-Fi|Thriller,121,PG-13,50000000,6.2
Failure to Launch,Comedy|Romance,95,PG-13,50000000,5.6
"Crazy, Stupid, Love. ",Comedy|Drama|Romance,118,PG-13,50000000,7.4
Garfield,Animation|Comedy|Family|Fantasy,80,PG,35000000,5
Christmas with the Kranks,Comedy|Family,99,PG,60000000,5.2
Moneyball,Biography|Drama|Sport,133,PG-13,50000000,7.6
Outbreak,Action|Drama|Thriller,127,R,50000000,6.6
Non-Stop,Action|Mystery|Thriller,106,PG-13,50000000,7
Race to Witch Mountain,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,98,PG,65000000,5.7
V for Vendetta,Action|Drama|Thriller,132,R,54000000,8.2
Shanghai Knights,Action|Adventure|Comedy,114,PG-13,50000000,6.2
Curious George,Adventure|Animation|Comedy|Family,78,G,50000000,6.6
Herbie Fully Loaded,Adventure|Comedy|Family|Fantasy|Romance|Sport,101,G,50000000,4.7
Don't Say a Word,Crime|Drama|Mystery|Thriller,113,R,50000000,6.3
Hansel & Gretel: Witch Hunters,Action|Fantasy|Horror,98,R,50000000,6.1
Unfaithful,Drama|Thriller,124,R,50000000,6.7
I Am Number Four,Action|Adventure|Sci-Fi|Thriller,109,PG-13,60000000,6.1
Syriana,Drama|Thriller,128,R,50000000,7
13 Hours,Action|Drama|Thriller|War,144,R,50000000,7.4
The Book of Life,Adventure|Animation|Comedy|Family|Fantasy|Romance,95,PG,50000000,7.3
Firewall,Crime|Thriller,105,PG-13,50000000,5.8
Absolute Power,Action|Crime|Drama|Thriller,121,R,50000000,6.7
G.I. Jane,Action|Drama|War,125,R,50000000,5.8
The Game,Drama|Mystery|Thriller,129,R,50000000,7.8
Silent Hill,Adventure|Horror|Mystery,132,R,50000000,6.6
The Replacements,Comedy|Sport,118,PG-13,50000000,6.5
American Reunion,Comedy,113,R,50000000,6.7
The Negotiator,Action|Crime|Drama|Mystery|Thriller,140,R,50000000,7.3
Into the Storm,Action|Thriller,89,PG-13,50000000,5.8
Beverly Hills Cop III,Action|Comedy|Crime|Thriller,104,R,55000000,5.5
Gremlins 2: The New Batch,Comedy|Fantasy|Horror,106,PG-13,50000000,6.3
The Judge,Crime|Drama,141,R,50000000,7.4
The Peacemaker,Action|Thriller,124,R,50000000,5.9
Resident Evil: Apocalypse,Action|Horror|Sci-Fi|Thriller,98,R,45000000,6.2
Bridget Jones: The Edge of Reason,Comedy|Drama|Romance,108,R,40000000,5.9
Out of Time,Crime|Drama|Romance|Thriller,114,R,50000000,6.5
On Deadly Ground,Action|Adventure|Thriller,101,R,50000000,4.4
The Adventures of Sharkboy and Lavagirl 3-D,Action|Adventure|Family|Fantasy,93,PG,50000000,3.5
The Beach,Adventure|Drama|Thriller,119,R,50000000,6.6
Raising Helen,Comedy|Drama|Romance,119,PG-13,50000000,6
Ninja Assassin,Action|Crime|Thriller,99,R,40000000,6.4
For Love of the Game,Drama|Romance|Sport,137,PG-13,50000000,6.5
Striptease,Comedy|Crime|Drama|Thriller,117,R,40000000,4.3
Marmaduke,Comedy|Family,87,PG,50000000,4.2
Hereafter,Drama|Fantasy,129,PG-13,50000000,6.5
Murder by Numbers,Crime|Mystery|Thriller,115,R,50000000,6.1
Assassins,Action|Crime|Thriller,132,R,50000000,6.3
Hannibal Rising,Crime|Drama|Thriller,131,R,50000000,6.2
The Story of Us,Comedy|Drama|Romance,95,R,50000000,5.9
The Host,Action|Adventure|Romance|Sci-Fi|Thriller,125,PG-13,40000000,5.9
Basic,Action|Crime|Drama|Mystery|Thriller,98,R,50000000,6.5
Blood Work,Action|Crime|Drama|Mystery|Thriller,110,R,50000000,6.4
The International,Action|Crime|Drama|Mystery|Thriller,118,R,50000000,6.5
Escape from L.A.,Action|Adventure|Sci-Fi|Thriller,101,R,50000000,5.7
The Iron Giant,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,90,PG,70000000,8
The Life Aquatic with Steve Zissou,Adventure|Comedy|Drama,119,R,50000000,7.3
Free State of Jones,Action|Biography|Drama|History|War,139,R,50000000,6.7
The Life of David Gale,Crime|Drama|Thriller,130,R,50000000,7.5
Man of the House,Action|Comedy,100,PG-13,40000000,5.4
Run All Night,Action|Crime|Drama|Thriller,114,R,50000000,6.6
Eastern Promises,Crime|Mystery|Thriller,96,R,25000000,7.7
Into the Blue,Action|Adventure|Crime|Thriller,110,PG-13,50000000,5.8
The Messenger: The Story of Joan of Arc,Adventure|Biography|Drama|History|War,158,R,390000000,6.4
Your Highness,Adventure|Comedy|Fantasy,102,R,49900000,5.6
Dream House,Drama|Mystery|Thriller,84,PG-13,55000000,6
Mad City,Crime|Drama|Thriller,115,PG-13,50000000,6.2
Baby's Day Out,Adventure|Comedy|Crime|Drama|Family,99,PG,50000000,5.9
The Scarlet Letter,Drama|Romance,135,R,50000000,5.1
Fair Game,Biography|Drama|Thriller,108,PG-13,22000000,6.8
Domino,Action|Biography|Crime|Drama|Thriller,127,R,50000000,6
Jade,Crime|Drama|Thriller,107,R,50000000,5.1
Gamer,Action|Sci-Fi|Thriller,95,R,50000000,5.8
Beautiful Creatures,Drama|Fantasy|Romance,124,PG-13,60000000,6.2
Death to Smoochy,Comedy|Crime|Drama|Thriller,109,R,55000000,6.4
Zoolander 2,Comedy,102,PG-13,50000000,4.8
The Big Bounce,Comedy|Crime,88,PG-13,50000000,4.9
What Planet Are You From?,Comedy|Sci-Fi,87,R,50000000,5.6
Drive Angry,Action|Fantasy|Thriller,104,R,50000000,5.5
Street Fighter: The Legend of Chun-Li,Action|Crime|Drama|Mystery|Thriller,96,PG-13,18000000,3.7
The One,Action|Sci-Fi|Thriller,85,PG-13,49000000,5.9
The Adventures of Ford Fairlane,Action|Adventure|Comedy|Crime|Music|Mystery,104,R,40000000,6.3
Traffic,Crime|Drama|Thriller,190,R,48000000,7.6
Indiana Jones and the Last Crusade,Action|Adventure|Fantasy,127,PG-13,48000000,8.3
Chappie,Action|Crime|Drama|Sci-Fi|Thriller,120,R,49000000,6.9
The Bone Collector,Crime|Drama|Mystery|Thriller,118,R,48000000,6.7
Panic Room,Crime|Drama|Thriller,112,R,48000000,6.8
Three Kings,Action|Adventure|Comedy|Drama|War,114,R,48000000,7.1
Child 44,Crime|Drama|Thriller,137,R,50000000,6.4
Rat Race,Adventure|Comedy,112,PG-13,48000000,6.4
K-PAX,Drama|Mystery|Sci-Fi,120,PG-13,48000000,7.4
Kate & Leopold,Comedy|Fantasy|Romance,123,PG-13,48000000,6.4
Bedazzled,Comedy|Fantasy|Romance,93,PG-13,48000000,6
The Cotton Club,Crime|Drama|Music,123,R,58000000,6.5
3:10 to Yuma,Adventure|Crime|Drama|Western,122,R,55000000,7.8
Taken 3,Action|Thriller,115,PG-13,48000000,6
Out of Sight,Crime|Drama|Romance|Thriller,123,R,48000000,7
The Cable Guy,Comedy|Drama|Thriller,96,PG-13,47000000,6
Dick Tracy,Action|Comedy|Crime|Music|Romance|Thriller,105,PG,100000000,6.1
The Thomas Crown Affair,Crime|Romance|Thriller,113,R,48000000,6.8
Riding in Cars with Boys,Biography|Comedy|Drama,132,PG-13,48000000,6.4
First Blood,Action|Adventure|Drama,93,R,14000000,7.7
Solaris,Drama|Mystery|Sci-Fi,115,PG,1000000,8.1
Happily N'Ever After,Adventure|Animation|Comedy|Family|Fantasy,75,PG,47000000,4.5
Mary Reilly,Drama|Horror|Romance|Thriller,108,R,47000000,5.8
My Best Friend's Wedding,Comedy|Romance,105,PG-13,46000000,6.3
America's Sweethearts,Comedy|Romance,102,PG-13,48000000,5.7
Insomnia,Drama|Mystery|Thriller,118,R,46000000,7.2
Star Trek: First Contact,Action|Adventure|Drama|Sci-Fi|Thriller,111,PG-13,45000000,7.6
Jonah Hex,Action|Drama|Fantasy|Thriller|Western,81,PG-13,47000000,4.7
Courage Under Fire,Action|Drama|Mystery|Thriller|War,116,R,46000000,6.6
Liar Liar,Comedy|Fantasy|Romance,86,PG-13,45000000,6.8
The Infiltrator,Biography|Crime|Drama|Thriller,127,R,25000000,7.3
Inchon,Drama|History|War,140,PG,48000000,2.7
The Flintstones,Comedy|Family|Fantasy,91,PG,45000000,4.8
Taken 2,Action|Crime|Thriller,98,PG-13,45000000,6.3
Scary Movie 3,Comedy,84,PG-13,48000000,5.5
Miss Congeniality,Action|Comedy|Crime|Romance,109,PG-13,45000000,6.2
Journey to the Center of the Earth,Action|Adventure|Family|Fantasy|Sci-Fi,93,PG,45000000,5.8
The Princess Diaries 2: Royal Engagement,Comedy|Family|Romance,113,G,40000000,5.7
The Pelican Brief,Crime|Drama|Mystery|Thriller,141,PG-13,45000000,6.5
The Client,Crime|Drama|Mystery|Thriller,119,PG-13,45000000,6.7
The Bucket List,Adventure|Comedy|Drama,97,PG-13,45000000,7.4
Patriot Games,Action|Thriller,117,R,45000000,6.9
Monster-in-Law,Comedy|Romance,101,PG-13,60000000,5.5
Prisoners,Crime|Drama|Mystery|Thriller,153,R,46000000,8.1
Training Day,Crime|Drama|Thriller,122,R,45000000,7.7
Galaxy Quest,Adventure|Comedy|Sci-Fi,102,PG,45000000,7.3
Scary Movie 2,Comedy,83,R,45000000,5.2
The Muppets,Adventure|Comedy|Family|Musical,103,PG,45000000,7.1
Blade,Action|Horror,110,R,45000000,7.1
Coach Carter,Drama|Sport,136,PG-13,30000000,7.2
Changing Lanes,Drama|Thriller,91,R,45000000,6.5
Anaconda,Action|Adventure|Horror|Thriller,89,PG-13,45000000,4.6
Coyote Ugly,Comedy|Drama|Music|Romance,107,PG-13,45000000,5.6
Love Actually,Comedy|Drama|Romance,129,R,45000000,7.7
A Bug's Life,Adventure|Animation|Comedy|Family|Fantasy,95,G,120000000,7.2
From Hell,Horror|Mystery|Thriller,122,R,35000000,6.8
The Specialist,Action|Crime|Drama|Romance|Thriller,110,R,45000000,5.4
Tin Cup,Comedy|Drama|Romance|Sport,135,R,45000000,6.3
"Yours, Mine and Ours ",Comedy|Family,111,Unrated,2500000,7.2
Kicking & Screaming,Comedy|Family|Romance|Sport,95,PG,45000000,5.6
The Hitchhiker's Guide to the Galaxy,Adventure|Comedy|Sci-Fi,109,PG,50000000,6.8
Fat Albert,Comedy|Family|Fantasy|Romance,93,PG,26000000,4.3
Resident Evil: Extinction,Action|Horror|Sci-Fi|Thriller,94,R,45000000,6.3
Blended,Comedy|Romance,117,PG-13,40000000,6.5
Last Holiday,Adventure|Comedy|Drama,112,PG-13,45000000,6.4
The River Wild,Action|Adventure|Crime|Thriller,111,PG-13,45000000,6.3
The Indian in the Cupboard,Drama|Family|Fantasy,96,PG,45000000,5.9
Savages,Crime|Drama|Thriller,141,R,45000000,6.5
Cellular,Action|Crime|Thriller,94,PG-13,25000000,6.5
Johnny English,Action|Adventure|Comedy,87,PG,35000000,6.1
The Ant Bully,Adventure|Animation|Comedy|Family|Fantasy,88,PG,50000000,5.9
Dune,Action|Adventure|Sci-Fi,177,PG-13,40000000,6.6
Across the Universe,Drama|Fantasy|Musical|Romance,133,PG-13,45000000,7.4
Revolutionary Road,Drama|Romance,119,R,35000000,7.3
16 Blocks,Action|Crime|Drama|Thriller,102,PG-13,52000000,6.6
Babylon A.D.,Action|Adventure|Sci-Fi|Thriller,101,PG-13,70000000,5.6
The Glimmer Man,Action|Comedy|Crime|Drama|Thriller,91,R,45000000,5.3
Multiplicity,Comedy|Romance|Sci-Fi,117,PG-13,45000000,6
Aliens in the Attic,Adventure|Comedy|Family|Fantasy|Sci-Fi,86,PG,45000000,5.4
The Pledge,Crime|Drama|Mystery|Thriller,124,R,45000000,6.8
The Producers,Comedy|Musical,134,PG-13,45000000,6.4
Dredd,Action|Sci-Fi,95,R,35000000,7.1
The Phantom,Action|Adventure|Comedy|Fantasy,100,PG,45000000,4.9
All the Pretty Horses,Drama|Romance|Western,220,PG-13,57000000,5.8
Nixon,Biography|Drama|History,212,R,50000000,7.1
The Ghost Writer,Mystery|Thriller,128,PG-13,45000000,7.2
Deep Rising,Action|Adventure|Horror|Sci-Fi,106,R,45000000,6
Miracle at St. Anna,Action|Crime|Drama|Thriller|War,160,R,45000000,6
Curse of the Golden Flower,Drama|Romance,114,R,45000000,7
Bangkok Dangerous,Action|Crime|Thriller,99,R,40000000,5.4
Big Trouble,Comedy|Crime|Thriller,74,PG-13,40000000,6.5
Love in the Time of Cholera,Drama|Romance,139,R,45000000,6.4
Shadow Conspiracy,Action|Thriller,103,R,45000000,4.9
Johnny English Reborn,Action|Adventure|Comedy|Crime,101,PG,45000000,6.3
Foodfight!,Action|Animation|Comedy|Family|Fantasy,91,PG,65000000,1.7
Argo,Biography|Drama|History|Thriller,130,R,44500000,7.7
The Fugitive,Action|Adventure|Crime|Drama|Mystery|Thriller,130,PG-13,44000000,7.8
The Bounty Hunter,Action|Comedy|Romance,110,PG-13,40000000,5.5
Sleepers,Crime|Drama|Thriller,147,R,44000000,7.5
Rambo: First Blood Part II,Action|Adventure|Thriller|War,96,R,44000000,6.4
The Juror,Drama|Thriller,118,R,44000000,5.6
Pinocchio,Animation|Family|Fantasy|Musical,88,Approved,2600000,7.5
Heaven's Gate,Adventure|Drama|Western,325,R,44000000,6.8
Underworld: Evolution,Action|Adventure|Fantasy|Sci-Fi|Thriller,102,R,50000000,6.8
Victor Frankenstein,Drama|Horror|Sci-Fi|Thriller,110,PG-13,40000000,6
Finding Forrester,Drama,136,PG-13,43000000,7.3
28 Days,Comedy|Drama,103,PG-13,43000000,6
Unleashed,Action|Crime|Drama|Thriller,103,R,45000000,7
The Sweetest Thing,Comedy|Romance,90,R,43000000,5.1
The Firm,Drama|Mystery|Thriller,154,R,42000000,6.8
Charlie St. Cloud,Drama|Fantasy|Romance,99,PG-13,44000000,6.5
The Mechanic,Action|Crime|Thriller,93,R,40000000,6.6
21 Jump Street,Action|Comedy|Crime,109,R,42000000,7.2
Notting Hill,Comedy|Drama|Romance,124,PG-13,42000000,7
Chicken Run,Adventure|Animation|Comedy|Drama|Family,84,G,45000000,7
Along Came Polly,Comedy|Romance,90,PG-13,42000000,5.9
Boomerang,Comedy|Drama|Romance,117,R,40000000,5.4
The Heat,Action|Comedy|Crime,123,R,43000000,6.6
Cleopatra,Biography|Drama|History|Romance,251,Approved,31115000,7
Here Comes the Boom,Action|Comedy|Sport,105,PG,42000000,6.5
High Crimes,Crime|Drama|Mystery|Thriller,115,PG-13,42000000,6.3
The Mirror Has Two Faces,Comedy|Drama|Romance,122,PG-13,42000000,6.5
The Mothman Prophecies,Drama|Horror|Mystery|Thriller,119,PG-13,32000000,6.5
Brüno,Comedy,81,R,42000000,5.8
Licence to Kill,Action|Adventure|Thriller,133,PG-13,32000000,6.6
Red Riding Hood,Fantasy|Horror|Mystery|Thriller,100,PG-13,42000000,5.4
15 Minutes,Action|Crime|Drama|Thriller,120,R,42000000,6.1
Super Mario Bros.,Adventure|Comedy|Family|Fantasy|Sci-Fi,104,PG,42000000,4
Lord of War,Crime|Drama|Thriller,122,R,50000000,7.6
Hero,Action|Adventure|History,80,PG-13,31000000,7.9
One for the Money,Action|Comedy|Crime|Romance|Thriller,91,PG-13,40000000,5.3
The Interview,Comedy,112,R,44000000,6.6
The Warrior's Way,Action|Fantasy|Western,100,R,45000000,6.3
Micmacs,Action|Comedy|Crime,105,R,27000000,7.2
8 Mile,Drama|Music,110,R,41000000,7
A Knight's Tale,Action|Adventure|Romance,144,PG-13,65000000,6.9
The Medallion,Action|Comedy|Fantasy,108,PG-13,41000000,5.2
The Sixth Sense,Drama|Mystery|Thriller,107,PG-13,40000000,8.1
Man on a Ledge,Action|Crime|Thriller,102,PG-13,42000000,6.6
The Big Year,Comedy,100,PG,41000000,6.2
The Karate Kid,Action|Drama|Family|Sport,126,PG,8000000,7.2
American Hustle,Crime|Drama,138,R,40000000,7.3
The Proposal,Comedy|Drama|Romance,108,PG-13,40000000,6.7
Double Jeopardy,Crime|Mystery|Thriller,105,R,70000000,6.4
Back to the Future Part II,Adventure|Comedy|Sci-Fi,108,PG,40000000,7.8
Lucy,Action|Sci-Fi|Thriller,89,R,40000000,6.4
Fifty Shades of Grey,Drama|Romance,129,R,40000000,4.1
Spy Kids 3-D: Game Over,Action|Adventure|Comedy|Family|Sci-Fi,84,PG,38000000,4.1
A Time to Kill,Crime|Drama|Thriller,149,R,40000000,7.4
Cheaper by the Dozen,Comedy|Family,94,PG,40000000,5.8
Lone Survivor,Action|Biography|Drama|Thriller|War,121,R,40000000,7.6
A League of Their Own,Comedy|Drama|Sport,128,PG,40000000,7.2
The Conjuring 2,Horror|Mystery|Thriller,134,R,40000000,7.8
The Social Network,Biography|Drama,120,PG-13,40000000,7.7
He's Just Not That Into You,Comedy|Drama|Romance,129,PG-13,40000000,6.4
Scary Movie 4,Comedy,89,PG-13,45000000,5.1
Scream 3,Horror|Mystery,116,R,40000000,5.5
Back to the Future Part III,Adventure|Comedy|Sci-Fi|Western,118,PG,40000000,7.4
Get Hard,Comedy|Crime,107,R,40000000,6
Bram Stoker's Dracula,Fantasy|Horror|Romance,155,R,40000000,7.5
Julie & Julia,Biography|Drama|Romance,123,PG-13,40000000,7
42,Biography|Drama|Sport,128,PG-13,40000000,7.5
The Talented Mr. Ripley,Crime|Drama|Thriller,139,R,40000000,7.3
Dumb and Dumber To,Comedy,109,PG-13,35000000,5.7
Eight Below,Adventure|Drama|Family,120,PG,40000000,7.3
The Intern,Comedy|Drama,121,PG-13,35000000,7.2
Ride Along 2,Action|Comedy,102,PG-13,40000000,5.9
The Last of the Mohicans,Action|Adventure|Drama|Romance|War,117,R,40000000,7.8
Ray,Biography|Drama|Music,178,PG-13,40000000,7.7
Sin City,Crime|Thriller,147,R,40000000,8.1
Vantage Point,Crime|Drama|Mystery|Thriller,90,PG-13,40000000,6.6
"I Love You, Man ",Comedy|Romance,105,R,40000000,7.1
Shallow Hal,Comedy|Drama|Fantasy|Romance,114,PG-13,40000000,5.9
JFK,Drama|History|Thriller,206,R,40000000,8
Big Momma's House 2,Comedy|Crime,99,PG-13,40000000,4.6
The Mexican,Adventure|Comedy|Crime|Romance,123,R,34000000,6.1
Unbroken,Biography|Drama|Sport|War,137,PG-13,65000000,7.2
17 Again,Comedy|Drama|Family|Fantasy|Romance,102,PG-13,20000000,6.4
The Other Woman,Comedy|Romance,109,PG-13,40000000,6
The Final Destination,Horror,82,R,40000000,5.2
Bridge of Spies,Drama|History|Thriller,142,PG-13,40000000,7.6
Behind Enemy Lines,Action|Drama|Thriller|War,106,PG-13,40000000,6.4
Shall We Dance,Comedy|Drama|Romance,106,PG-13,50000000,6.1
Small Soldiers,Action|Adventure|Comedy|Family|Sci-Fi,108,PG-13,40000000,6.1
Spawn,Action|Horror,98,R,40000000,5.2
The Count of Monte Cristo,Action|Adventure|Drama|Romance|Thriller,131,PG-13,35000000,7.7
The Lincoln Lawyer,Crime|Drama|Thriller,118,R,40000000,7.3
Unknown,Action|Mystery|Thriller,113,PG-13,30000000,6.9
The Prestige,Drama|Mystery|Sci-Fi|Thriller,130,PG-13,40000000,8.5
Horrible Bosses 2,Comedy|Crime,116,R,42000000,6.3
Escape from Planet Earth,Adventure|Animation|Comedy|Family|Sci-Fi,89,PG,40000000,5.9
Apocalypto,Action|Adventure|Drama|Thriller,139,R,40000000,7.8
The Living Daylights,Action|Adventure|Thriller,130,PG,30000000,6.7
Predators,Action|Adventure|Sci-Fi|Thriller,107,R,40000000,6.4
Legal Eagles,Comedy|Crime|Romance,116,PG,40000000,5.9
Secret Window,Mystery|Thriller,96,PG-13,40000000,6.6
The Lake House,Drama|Fantasy|Romance,99,PG,40000000,6.8
The Skeleton Key,Horror|Mystery|Thriller,104,PG-13,43000000,6.5
The Odd Life of Timothy Green,Comedy|Drama|Family|Fantasy,105,PG,25000000,6.6
Made of Honor,Comedy|Romance,101,PG-13,40000000,5.8
Jersey Boys,Biography|Drama|Music|Musical,134,R,40000000,6.9
The Rainmaker,Crime|Drama|Thriller,135,PG-13,40000000,7.1
Gothika,Horror|Mystery|Thriller,98,R,40000000,5.8
Amistad,Drama|History,155,R,36000000,7.2
Medicine Man,Adventure|Drama|Romance,106,PG-13,40000000,6
Aliens vs. Predator: Requiem,Action|Horror|Sci-Fi|Thriller,102,R,40000000,4.7
Ri¢hie Ri¢h,Comedy|Family,95,PG,40000000,5.2
Autumn in New York,Drama|Romance,103,PG-13,40000000,5.5
Paul,Adventure|Comedy|Sci-Fi,109,R,40000000,7
The Guilt Trip,Comedy|Drama,95,PG-13,40000000,5.8
Scream 4,Horror|Mystery,111,R,40000000,6.2
8MM,Mystery|Thriller,123,R,40000000,6.5
The Doors,Biography|Drama|Music|Musical,140,R,38000000,7.2
Sex Tape,Comedy,94,R,40000000,5.1
Hanging Up,Comedy|Drama,94,PG-13,60000000,4.7
Final Destination 5,Horror,92,R,40000000,5.9
Mickey Blue Eyes,Comedy|Crime|Romance,102,PG-13,40000000,5.8
Pay It Forward,Drama,123,PG-13,40000000,7.2
Fever Pitch,Comedy|Drama|Romance|Sport,104,PG-13,30000000,6.2
Drillbit Taylor,Comedy|Drama,102,PG-13,40000000,5.7
A Million Ways to Die in the West,Comedy|Western,136,R,40000000,6.1
The Shadow,Action|Adventure|Crime|Fantasy|Mystery|Thriller,93,PG-13,25000000,6
Extremely Loud & Incredibly Close,Adventure|Drama|Mystery,129,PG-13,40000000,6.9
Morning Glory,Comedy|Drama|Romance,107,PG-13,40000000,6.5
Get Rich or Die Tryin',Biography|Crime|Drama|Music,117,R,40000000,5
The Art of War,Action|Adventure|Crime|Thriller,116,R,40000000,5.7
Rent,Drama|Musical|Romance,135,PG-13,40000000,7
Bless the Child,Crime|Drama|Horror|Thriller,107,R,40000000,5.1
The Out-of-Towners,Comedy,90,PG-13,40000000,5.3
The Island of Dr. Moreau,Horror|Sci-Fi|Thriller,99,PG-13,40000000,4.4
The Musketeer,Action|Adventure|Romance,104,PG-13,40000000,4.7
The Other Boleyn Girl,Biography|Drama|History|Romance,115,PG-13,35000000,6.7
Sweet November,Drama|Romance,119,PG-13,40000000,6.7
The Reaping,Horror|Thriller,99,R,40000000,5.7
Mean Streets,Crime|Drama|Romance|Thriller,112,R,500000,7.4
Renaissance Man,Comedy|Drama,128,PG-13,40000000,6.1
Colombiana,Action|Crime|Drama|Thriller,112,PG-13,40000000,6.4
The Magic Sword: Quest for Camelot,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,86,G,40000000,6.2
City by the Sea,Crime|Drama|Mystery|Thriller,108,R,60000000,6.2
At First Sight,Drama|Romance,128,PG-13,60000000,5.9
Torque,Action|Comedy|Crime,84,PG-13,40000000,4
City Hall,Drama|Thriller,111,R,40000000,6.2
Showgirls,Drama,131,NC-17,45000000,4.6
Marie Antoinette,Biography|Drama|History|Romance,123,PG-13,40000000,6.4
Kiss of Death,Action|Crime|Thriller,101,R,40000000,5.9
Get Carter,Action|Crime|Drama|Thriller,102,R,40000000,5.1
The Impossible,Drama|Thriller,114,PG-13,45000000,7.6
Ishtar,Action|Adventure|Comedy|Music|Thriller,107,PG-13,51000000,4.2
Fantastic Mr. Fox,Adventure|Animation|Comedy|Crime|Family,87,PG,40000000,7.8
Life or Something Like It,Comedy|Romance,103,PG-13,40000000,5.8
Memoirs of an Invisible Man,Comedy|Romance|Sci-Fi|Thriller,99,PG-13,40000000,5.9
Amélie,Comedy|Romance,122,R,77000000,8.4
